season,family,gid,plant,replicated,P_rachis_loss,soluble_solids,S_dry
2020,jardin,G_23,3,R3,65.17857142857142,17,0.0021199999999999995
2020,jardin,G_Ruby.Cabernet,3,R1,16.393442622950822,14,0.05908
2020,jardin,G_Ruby.Cabernet,3,R2,0,14,0.06504
2020,jardin,G_July.Muscat,1,R1,28.048780487804866,19,0.10649
2020,jardin,G_July.Muscat,1,R2,0,19,0.11209000000000002
2020,jardin,G_July.Muscat,1,R3,61.06194690265486,20,0.13072
2020,jardin,G_Canner,3,R1,32.530120481927725,15,0.001050000000000001
2020,jardin,G_Canner,3,R2,0,15,2.7999999999999694e-4
2020,jardin,G_Canner,3,R3,54.54545454545455,14,9.699999999999986e-4
2020,jardin,G_Ruby.Cabernet,1,R1,49.51456310679612,14,0.053180000000000005
2020,jardin,G_Ruby.Cabernet,1,R2,57.49999999999999,15,0.0648
2020,jardin,G_July.Muscat,2,R1,18.987341772151897,18,0.10293000000000001
2020,jardin,G_July.Muscat,2,R2,15.909090909090912,19,0.11305999999999998
2020,jardin,G_July.Muscat,2,R3,42.30769230769231,19,0.10568
2020,jardin,G_Portugais.Bleu,2,R1,6.52173913043478,15,0.055810000000000005
2020,jardin,G_Duc.Magenta,1,R1,67.21311475409836,14,0.0576
2020,jardin,G_Duc.Magenta,1,R2,59.23566878980891,14,0.08582999999999999
2020,jardin,G_Duc.Magenta,1,R3,NA,NA,NA
2020,jardin,G_Canner,2,R1,0,17,0.002190000000000003
2020,jardin,G_Canner,2,R2,58.97435897435897,19,0.002210000000000001
2020,jardin,G_Flame,1,R1,78.66666666666667,19,0.00716
2020,jardin,G_Flame,1,R2,82.4742268041237,16,0.006420000000000004
2020,jardin,G_Flame,1,R3,42.307692307692314,19,0.014419999999999999
2020,jardin,G_Flame,2,R1,34.42622950819672,17,0.010150000000000003
2020,jardin,G_Flame,2,R2,44.285714285714285,19,0.0087
2020,jardin,G_Flame,2,R3,83.87096774193549,19,0.007300000000000001
2020,jardin,G_Flame,3,R1,50,14,0.0113
2020,jardin,G_Flame,3,R2,48.86363636363637,14,0.007250000000000001
